Store_Number,Store_Founded,Store_Type,Store_Size,Store_Location_Type,Item_Number,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Store_Sales_Value
STR027,1985,Cold Storage,Medium,Tier 3,FDQ13,,Low Fat,0.010590075,Canned,84.6908,3691.1952
STR010,1998,Grocery Store,Small,Tier 3,FDU47,12.8,Regular,0.190569038,Breads,138.7838,280.9676
STR046,1997,Supermarket,Small,Tier 1,FDW57,8.31,Regular,0,Snack Foods,177.4028,3896.2616
STR046,1997,Supermarket,Small,Tier 1,DRN47,12.1,Low Fat,0.016826748,Hard Drinks,179.166,3056.022
STR027,1985,Cold Storage,Medium,Tier 3,FDW28,,Low Fat,0.088394115,Frozen Foods,194.7452,5872.356
STR013,1987,Supermarket,High,Tier 3,NCN42,20.25,Low Fat,0,Household,145.6418,3384.2614
STR027,1985,Cold Storage,Medium,Tier 3,FDR60,3.2,Low Fat,0.129783577,Baking Goods,78.2328,1004.0264
STR019,1985,Grocery Store,Small,Tier 1,FDO09,,Regular,0,Snack Foods,262.891,788.973
STR046,1997,Supermarket,Small,Tier 1,FDX45,16.75,Low Fat,0,Snack Foods,156.163,2816.334
STR045,2002,Supermarket,Small,Tier 2,FDH27,7.075,Low Fat,0.058465268,Dairy,145.3128,1869.5664
STR035,2004,Supermarket,Small,Tier 2,FDO08,11.1,Regular,0.053765212,Fruits and Vegetables,163.1526,1808.9786
STR018,2009,Convenience,Medium,Tier 3,FDG10,6.63,Regular,0.01098386,Snack Foods,55.4588,343.5528
STR049,1999,Supermarket,Medium,Tier 1,FDZ40,8.935,Low Fat,0.040245222,Frozen Foods,54.9298,1348.245
STR017,2007,Supermarket,Small,Tier 2,FDZ27,7.935,Low Fat,0.017253305,Dairy,51.435,499.35
STR049,1999,Supermarket,Medium,Tier 1,FDZ46,7.485,Low Fat,0.069231189,Snack Foods,112.1228,1215.7508
STR018,2009,Convenience,Medium,Tier 3,FDI46,9.5,Low Fat,0.074648119,Snack Foods,253.3724,755.0172
STR049,1999,Supermarket,Medium,Tier 1,NCW53,18.35,Low Fat,0.030542489,Health and Hygiene,193.1162,2693.8268
STR049,1999,Supermarket,Medium,Tier 1,FDY52,6.365,Low Fat,0.007359711,Frozen Foods,60.1536,490.0288
STR049,1999,Supermarket,Medium,Tier 1,FDU07,11.1,Low Fat,0.059940022,Fruits and Vegetables,149.1366,4231.8248
STR017,2007,Supermarket,Small,Tier 2,NCQ05,11.395,Low Fat,0,Health and Hygiene,149.2708,2407.5328
STR018,2009,Convenience,Medium,Tier 3,FDT16,9.895,Regular,0.048860587,Frozen Foods,260.2278,4165.2448
STR017,2007,Supermarket,Small,Tier 2,NCJ17,7.68,Low Fat,0.153419412,Health and Hygiene,86.4224,511.3344
STR035,2004,Supermarket,Small,Tier 2,NCY29,13.65,Low Fat,0.077219509,Health and Hygiene,56.493,509.337
STR035,2004,Supermarket,Small,Tier 2,NCQ18,15.75,Low Fat,0.13504726,Household,98.57,2496.75
STR049,1999,Supermarket,Medium,Tier 1,FDS02,10.195,Regular,0.146094132,Dairy,196.1794,2926.191
STR018,2009,Convenience,Medium,Tier 3,NCK31,10.895,Low Fat,0.027157955,Others,50.2666,820.2656
STR027,1985,Cold Storage,Medium,Tier 3,FDH60,3.2,Regular,0.080346058,Baking Goods,195.711,5499.508
STR046,1997,Supermarket,Small,Tier 1,FDO19,17.7,Regular,0.016596645,Fruits and Vegetables,48.3034,777.6544
STR035,2004,Supermarket,Small,Tier 2,DRF37,17.25,Low Fat,0.084316691,Soft Drinks,263.391,6311.784
STR013,1987,Supermarket,High,Tier 3,FDN21,18.6,Low Fat,0.076791671,Snack Foods,161.0236,3705.8428
STR035,2004,Supermarket,Small,Tier 2,FDM14,13.8,Low Fat,0.01326146,Canned,108.0254,759.6778
STR018,2009,Convenience,Medium,Tier 3,FDO08,11.1,Regular,0,Fruits and Vegetables,165.5526,1973.4312
STR017,2007,Supermarket,Small,Tier 2,FDS27,10.195,Regular,0.012528611,Meat,195.111,3731.809
STR049,1999,Supermarket,Medium,Tier 1,DRM59,5.88,Low Fat,0.003597678,Hard Drinks,153.8998,2922.1962
STR017,2007,Supermarket,Small,Tier 2,NCO29,11.15,Low Fat,0.032438645,Health and Hygiene,163.0526,2302.3364
STR019,1985,Grocery Store,Small,Tier 1,FDC32,,Low Fat,0.173527068,Fruits and Vegetables,92.0462,277.6386
STR018,2009,Convenience,Medium,Tier 3,DRA12,11.6,Low Fat,0.041112694,Soft Drinks,142.0154,850.8924
STR027,1985,Cold Storage,Medium,Tier 3,FDI14,,Low Fat,0.089243504,Canned,139.2496,1976.0944
STR046,1997,Supermarket,Small,Tier 1,DRG51,12.1,Low Fat,0.011539622,Dairy,163.5526,2302.3364
STR019,1985,Grocery Store,Small,Tier 1,FDR33,,Low Fat,0.04690397,Snack Foods,110.657,659.142
STR017,2007,Supermarket,Small,Tier 2,FDS23,4.635,Low Fat,0.141686037,Breads,126.9994,1798.9916
STR045,2002,Supermarket,Small,Tier 2,NCF43,8.51,Low Fat,0.052051256,Household,142.247,2004.058
STR035,2004,Supermarket,Small,Tier 2,DRN37,9.6,Low Fat,0.09627919,Soft Drinks,167.3158,1838.2738
STR017,2007,Supermarket,Small,Tier 2,FDX57,17.25,Regular,0.047533568,Snack Foods,96.9068,1458.102
STR045,2002,Supermarket,Small,Tier 2,NCC42,15,Low Fat,0.04499948,Health and Hygiene,140.4838,1685.8056
STR046,1997,Supermarket,Small,Tier 1,FDS47,16.75,Low Fat,0.12888573,Breads,87.6856,1494.0552
STR010,1998,Grocery Store,Small,Tier 3,DRK35,8.365,Low Fat,0.120256303,Hard Drinks,39.2506,75.9012
STR019,1985,Grocery Store,Small,Tier 1,DRF37,,Low Fat,0,Soft Drinks,261.291,788.973
STR018,2009,Convenience,Medium,Tier 3,DRI23,18.85,Low Fat,0.137755834,Hard Drinks,161.8578,3530.0716
STR017,2007,Supermarket,Small,Tier 2,FDB28,6.615,Low Fat,0.093913607,Dairy,198.7426,1186.4556
STR049,1999,Supermarket,Medium,Tier 1,FDU50,5.75,Regular,0.075287081,Dairy,115.3176,572.588
STR018,2009,Convenience,Medium,Tier 3,FDD22,10,Low Fat,0.100055625,Snack Foods,113.3544,3467.4864
STR035,2004,Supermarket,Small,Tier 2,FDG04,13.1,Low Fat,0.006061565,Frozen Foods,188.9898,4303.0654
STR049,1999,Supermarket,Medium,Tier 1,FDM08,10.1,Regular,0.053667516,Fruits and Vegetables,223.0088,671.1264
STR027,1985,Cold Storage,Medium,Tier 3,FDI28,,Low Fat,0.026194237,Frozen Foods,79.0302,1901.5248
STR045,2002,Supermarket,Small,Tier 2,FDM57,11.65,Regular,0.076002991,Snack Foods,83.4908,503.3448
STR027,1985,Cold Storage,Medium,Tier 3,NCS17,,Low Fat,0.080111611,Health and Hygiene,94.6436,4065.3748
STR018,2009,Convenience,Medium,Tier 3,FDX44,9.3,Low Fat,0.043141572,Fruits and Vegetables,90.4172,1249.0408
STR045,2002,Supermarket,Small,Tier 2,DRE03,19.6,Low Fat,0.024276035,Dairy,45.3718,614.5334
STR018,2009,Convenience,Medium,Tier 3,FDT46,11.35,Low Fat,0.03093263,Snack Foods,51.5008,607.2096
STR045,2002,Supermarket,Small,Tier 2,FDW60,5.44,Regular,0.017096552,Baking Goods,178.137,3175.866
STR017,2007,Supermarket,Small,Tier 2,FDE44,14.65,Low Fat,0.172357491,Fruits and Vegetables,50.8692,788.3072
STR035,2004,Supermarket,Small,Tier 2,FDT24,12.35,Regular,0.185824165,Baking Goods,78.5328,695.0952
STR017,2007,Supermarket,Small,Tier 2,FDO20,12.85,Regular,0.152988295,Fruits and Vegetables,253.7382,2271.0438
STR049,1999,Supermarket,Medium,Tier 1,FDV47,17.1,Low Fat,0,Breads,85.5566,1860.2452
STR013,1987,Supermarket,High,Tier 3,FDZ26,11.6,Regular,0.143897558,Dairy,240.6222,2868.2664
STR017,2007,Supermarket,Small,Tier 2,FDK48,7.445,Low Fat,0.037845086,Baking Goods,75.5354,1956.1204
STR019,1985,Grocery Store,Small,Tier 1,FDX32,,Regular,0.1748389,Fruits and Vegetables,142.8786,433.4358
STR019,1985,Grocery Store,Small,Tier 1,FDE56,,Regular,0.278730642,Fruits and Vegetables,63.2194,247.6776
STR018,2009,Convenience,Medium,Tier 3,DRJ01,6.135,Low Fat,0.115500999,Soft Drinks,161.1236,644.4944
STR010,1998,Grocery Store,Small,Tier 3,FDC53,8.68,Low Fat,0.01478914,Frozen Foods,97.7384,98.5384
STR035,2004,Supermarket,Small,Tier 2,NCN07,18.5,Low Fat,0.033938279,Others,132.5284,1318.284
STR013,1987,Supermarket,High,Tier 3,FDI28,14.3,Low Fat,0.026299797,Frozen Foods,79.4302,1743.0644
STR019,1985,Grocery Store,Small,Tier 1,NCO55,,Low Fat,0.159394437,Others,105.6938,214.3876
STR046,1997,Supermarket,Small,Tier 1,FDP46,15.35,Low Fat,0,Snack Foods,88.283,1797.66
STR013,1987,Supermarket,High,Tier 3,FDX26,17.7,Low Fat,0,Dairy,182.5292,2736.438
STR046,1997,Supermarket,Small,Tier 1,FDD56,15.2,Regular,0.10377827,Fruits and Vegetables,175.6054,2451.4756
STR017,2007,Supermarket,Small,Tier 2,FDP12,9.8,Regular,0.045522854,Baking Goods,35.0874,352.874
STR027,1985,Cold Storage,Medium,Tier 3,FDT40,,Low Fat,0.095331433,Frozen Foods,125.5678,2543.356
STR018,2009,Convenience,Medium,Tier 3,FDV57,15.25,Regular,0,Snack Foods,179.766,3056.022
STR017,2007,Supermarket,Small,Tier 2,FDZ09,17.6,Low Fat,0.105472205,Snack Foods,165.6868,3111.9492
STR035,2004,Supermarket,Small,Tier 2,FDA07,7.55,Regular,0.030938774,Fruits and Vegetables,121.0072,2082.6224
STR027,1985,Cold Storage,Medium,Tier 3,FDV36,3.2,Low Fat,0.026174636,Baking Goods,127.102,3415.554
STR035,2004,Supermarket,Small,Tier 2,FDQ01,19.7,Regular,0.160671255,Canned,254.7014,3570.0196
STR013,1987,Supermarket,High,Tier 3,FDW46,13,Regular,0.070243155,Snack Foods,65.7484,391.4904
STR027,1985,Cold Storage,Medium,Tier 3,FDW19,,Regular,0.038313981,Fruits and Vegetables,109.957,4504.137
STR049,1999,Supermarket,Medium,Tier 1,FDY01,11.8,Regular,0.170548238,Canned,113.8834,1382.2008
STR049,1999,Supermarket,Medium,Tier 1,FDG60,20.35,Low Fat,0.060794097,Baking Goods,233.6616,2577.9776
STR049,1999,Supermarket,Medium,Tier 1,FDL22,16.85,Low Fat,0.036446751,Snack Foods,90.3488,996.0368
STR045,2002,Supermarket,Small,Tier 2,DRK01,7.63,Low Fat,0.061188147,Soft Drinks,94.0436,1134.5232
STR013,1987,Supermarket,High,Tier 3,FDO12,15.75,Low Fat,0.054884821,Baking Goods,195.3452,1761.7068
STR046,1997,Supermarket,Small,Tier 1,FDX12,18.2,Regular,0.026064486,Baking Goods,241.8196,4097.3332
STR049,1999,Supermarket,Medium,Tier 1,FDR28,13.85,Regular,0.025936747,Frozen Foods,164.921,2609.936
STR017,2007,Supermarket,Small,Tier 2,FDH57,10.895,Low Fat,0.035949725,Fruits and Vegetables,132.9284,3295.71
STR018,2009,Convenience,Medium,Tier 3,FDC04,15.6,Low Fat,0.045168898,Dairy,242.9854,2175.1686
STR013,1987,Supermarket,High,Tier 3,NCI06,11.3,Low Fat,0.04767798,Household,181.466,3775.086
STR017,2007,Supermarket,Small,Tier 2,NCY53,20,Low Fat,0.058812134,Health and Hygiene,111.6544,1565.9616
STR017,2007,Supermarket,Small,Tier 2,FDR22,19.35,Regular,0.018667601,Snack Foods,112.9544,2908.2144
STR013,1987,Supermarket,High,Tier 3,FDM33,15.6,Low Fat,0.087646694,Snack Foods,221.5798,5509.495
STR019,1985,Grocery Store,Small,Tier 1,FDO57,,Low Fat,0.19033746,Snack Foods,159.4578,160.4578
STR018,2009,Convenience,Medium,Tier 3,FDO56,10.195,Regular,0.045165796,Fruits and Vegetables,118.4808,1640.5312
STR027,1985,Cold Storage,Medium,Tier 3,FDO58,,Low Fat,0.039385518,Snack Foods,164.8526,2631.2416
STR035,2004,Supermarket,Small,Tier 2,FDQ45,9.5,Regular,0.010914988,Snack Foods,183.8608,2572.6512
STR027,1985,Cold Storage,Medium,Tier 3,FDO60,3.2,Low Fat,0.034203092,Baking Goods,43.3086,624.5204
STR049,1999,Supermarket,Medium,Tier 1,FDI34,10.65,Regular,0.085268317,Snack Foods,229.7668,3916.2356
STR027,1985,Cold Storage,Medium,Tier 3,FDJ26,,Regular,0.084354713,Canned,215.5218,4915.6014
STR013,1987,Supermarket,High,Tier 3,FDV08,7.35,Low Fat,0.028571132,Fruits and Vegetables,40.8454,587.2356
STR018,2009,Convenience,Medium,Tier 3,DRD60,15.7,Low Fat,0.037383778,Soft Drinks,179.7634,1817.634
STR027,1985,Cold Storage,Medium,Tier 3,FDX20,,Low Fat,0.042354152,Fruits and Vegetables,227.272,7017.532
STR018,2009,Convenience,Medium,Tier 3,FDG59,15.85,Low Fat,0.043410693,Starchy Foods,39.4164,154.4656
STR046,1997,Supermarket,Small,Tier 1,FDN58,13.8,Regular,0.056872392,Snack Foods,231.1984,5097.3648
STR013,1987,Supermarket,High,Tier 3,FDV48,9.195,Regular,0.051573903,Baking Goods,79.8644,785.644
STR017,2007,Supermarket,Small,Tier 2,FDA15,9.3,Low Fat,0.016113019,Dairy,248.8092,5976.2208
STR013,1987,Supermarket,High,Tier 3,FDI19,15.1,Low Fat,0.052295514,Meat,242.9512,4847.024
STR018,2009,Convenience,Medium,Tier 3,FDX19,19.1,Low Fat,0.097127867,Fruits and Vegetables,234.4958,1635.8706
STR049,1999,Supermarket,Medium,Tier 1,FDO52,11.6,Regular,0.077284566,Frozen Foods,172.4106,4277.765
STR045,2002,Supermarket,Small,Tier 2,NCO05,7.27,Low Fat,0.046653872,Health and Hygiene,98.6384,1970.768
STR049,1999,Supermarket,Medium,Tier 1,NCP17,19.35,Low Fat,0.02775746,Health and Hygiene,62.5168,1534.0032
STR010,1998,Grocery Store,Small,Tier 3,FDK56,9.695,Low Fat,0,Fruits and Vegetables,186.7898,561.2694
STR046,1997,Supermarket,Small,Tier 1,NCG43,20.2,Low Fat,0,Household,94.1462,832.9158
STR027,1985,Cold Storage,Medium,Tier 3,DRM59,,Low Fat,0.003574698,Hard Drinks,154.6998,3229.7958
STR017,2007,Supermarket,Small,Tier 2,FDA47,10.5,Regular,0.11733375,Baking Goods,164.121,2773.057
STR013,1987,Supermarket,High,Tier 3,FDY20,12.5,Regular,0.081684728,Fruits and Vegetables,92.3488,1177.1344
STR019,1985,Grocery Store,Small,Tier 1,FDZ22,,Low Fat,0.079261744,Snack Foods,81.825,83.225
STR013,1987,Supermarket,High,Tier 3,FDB52,17.75,Low Fat,0.030410273,Dairy,256.0672,2045.3376
STR017,2007,Supermarket,Small,Tier 2,NCS29,9,Low Fat,0.069938838,Health and Hygiene,264.8884,2914.8724
STR049,1999,Supermarket,Medium,Tier 1,DRC12,17.85,Low Fat,0.037885683,Soft Drinks,190.4188,952.094
STR019,1985,Grocery Store,Small,Tier 1,FDP13,,Regular,0.235183205,Canned,41.548,79.896
STR018,2009,Convenience,Medium,Tier 3,DRF23,4.61,Low Fat,0.123151947,Hard Drinks,175.2396,2093.2752
STR013,1987,Supermarket,High,Tier 3,FDB56,8.75,Regular,0.074565098,Fruits and Vegetables,186.8556,7322.4684
STR017,2007,Supermarket,Small,Tier 2,FDQ47,7.155,Regular,0.169137707,Breads,35.2874,388.1614
STR027,1985,Cold Storage,Medium,Tier 3,FDY39,,Regular,0,Meat,182.0608,7717.9536
STR045,2002,Supermarket,Small,Tier 2,FDY36,12.3,Low Fat,0.009429612,Baking Goods,71.338,1098.57
STR013,1987,Supermarket,High,Tier 3,NCM17,7.93,Low Fat,0.071076672,Health and Hygiene,44.9086,802.9548
STR035,2004,Supermarket,Small,Tier 2,DRN35,8.01,Low Fat,0.070234306,Hard Drinks,34.9532,539.298
STR010,1998,Grocery Store,Small,Tier 3,FDK22,9.8,Low Fat,0.043663452,Snack Foods,217.185,432.77
STR019,1985,Grocery Store,Small,Tier 1,FDI07,,Regular,0.059110912,Meat,199.3426,395.4852
STR010,1998,Grocery Store,Small,Tier 3,DRK37,5,Low Fat,0,Soft Drinks,190.453,379.506
STR010,1998,Grocery Store,Small,Tier 3,NCP05,19.6,Low Fat,0.042324556,Health and Hygiene,150.9024,303.6048
STR049,1999,Supermarket,Medium,Tier 1,NCD42,16.5,Low Fat,0.012657494,Health and Hygiene,36.3506,872.8638
STR049,1999,Supermarket,Medium,Tier 1,FDW11,12.6,Low Fat,0.048857925,Breads,61.0194,1052.6298
STR017,2007,Supermarket,Small,Tier 2,FDI14,14.1,Low Fat,0.090185027,Canned,140.2496,2681.8424
STR049,1999,Supermarket,Medium,Tier 1,NCY42,6.38,Low Fat,0.015186146,Household,144.947,3435.528
STR049,1999,Supermarket,Medium,Tier 1,FDV26,20.25,Regular,0,Dairy,194.2794,4291.7468
STR027,1985,Cold Storage,Medium,Tier 3,FDX15,,Low Fat,0.155541973,Meat,159.7578,641.8312
STR046,1997,Supermarket,Small,Tier 1,NCG07,12.3,Low Fat,0.052502049,Household,190.853,4364.319
STR046,1997,Supermarket,Small,Tier 1,FDC44,15.6,Low Fat,0.172596885,Fruits and Vegetables,114.8518,2163.1842
STR035,2004,Supermarket,Small,Tier 2,FDC47,15,Low Fat,0.118868155,Snack Foods,229.4694,5937.6044
STR049,1999,Supermarket,Medium,Tier 1,NCK53,11.6,Low Fat,0.037639672,Health and Hygiene,98.4042,1388.8588
STR019,1985,Grocery Store,Small,Tier 1,FDY49,,Regular,0.021031586,Canned,164.7184,495.3552
STR019,1985,Grocery Store,Small,Tier 1,NCM07,,Low Fat,0.069968018,Others,83.9908,167.7816
STR017,2007,Supermarket,Small,Tier 2,FDR47,17.85,Low Fat,0.087963415,Breads,193.3794,4291.7468
STR035,2004,Supermarket,Small,Tier 2,FDS59,14.8,Regular,0.043885147,Breads,108.757,1867.569
STR049,1999,Supermarket,Medium,Tier 1,DRK47,7.905,Low Fat,0.064163983,Hard Drinks,229.9694,4567.388
STR019,1985,Grocery Store,Small,Tier 1,FDZ27,,Low Fat,0,Dairy,51.235,49.935
STR027,1985,Cold Storage,Medium,Tier 3,FDE36,3.2,Regular,0.017096552,Baking Goods,165.5868,5404.9644
STR035,2004,Supermarket,Small,Tier 2,FDM51,11.8,Regular,0.02592132,Meat,101.9674,1731.7458
STR046,1997,Supermarket,Small,Tier 1,FDY48,14,Low Fat,0.023734872,Baking Goods,103.2332,1845.5976
STR049,1999,Supermarket,Medium,Tier 1,FDA35,14.85,Regular,0.053921264,Baking Goods,123.0072,1960.1152
STR018,2009,Convenience,Medium,Tier 3,NCL31,7.39,Low Fat,0.120770963,Others,143.447,2290.352
STR013,1987,Supermarket,High,Tier 3,FDC47,15,Low Fat,0.118791698,Snack Foods,229.9694,4339.0186
STR027,1985,Cold Storage,Medium,Tier 3,FDI26,,Low Fat,0.034717799,Canned,179.4344,6066.7696
STR045,2002,Supermarket,Small,Tier 2,FDQ16,19.7,Low Fat,0.041823046,Frozen Foods,108.0912,1965.4416
STR010,1998,Grocery Store,Small,Tier 3,FDK15,10.8,Low Fat,0.164724567,Meat,98.4042,99.2042
STR027,1985,Cold Storage,Medium,Tier 3,NCO53,,Low Fat,0.174336148,Health and Hygiene,184.0608,6431.628
STR027,1985,Cold Storage,Medium,Tier 3,FDG12,3.2,Regular,0.006295472,Baking Goods,122.4098,3735.8038
STR027,1985,Cold Storage,Medium,Tier 3,FDU28,,Regular,0.093463546,Frozen Foods,189.1214,2261.0568
STR019,1985,Grocery Store,Small,Tier 1,FDI20,,Low Fat,0.067520165,Fruits and Vegetables,211.3586,422.1172
STR010,1998,Grocery Store,Small,Tier 3,DRN37,9.6,Low Fat,0.161182103,Soft Drinks,165.3158,334.2316
STR046,1997,Supermarket,Small,Tier 1,FDD28,10.695,Low Fat,0.053296868,Frozen Foods,59.6904,937.4464
STR035,2004,Supermarket,Small,Tier 2,FDP31,21.1,Regular,0.161474419,Fruits and Vegetables,62.9168,1086.5856
STR019,1985,Grocery Store,Small,Tier 1,DRD27,,Low Fat,0.041740624,Dairy,98.3042,198.4084
STR019,1985,Grocery Store,Small,Tier 1,DRF01,,Low Fat,0.306542848,Soft Drinks,147.3102,291.6204
STR018,2009,Convenience,Medium,Tier 3,DRD25,6.135,Low Fat,0.079293753,Soft Drinks,111.286,2263.72
STR017,2007,Supermarket,Small,Tier 2,FDD53,16.2,Low Fat,0.044472637,Frozen Foods,43.3454,922.7988
STR045,2002,Supermarket,Small,Tier 2,FDQ24,15.7,Low Fat,0.073816097,Baking Goods,253.4724,2013.3792
STR017,2007,Supermarket,Small,Tier 2,FDY49,17.2,Regular,0.012080016,Canned,164.4184,2641.8944
STR046,1997,Supermarket,Small,Tier 1,NCP18,12.15,Low Fat,0.02859825,Household,150.4708,2257.062
STR027,1985,Cold Storage,Medium,Tier 3,FDT07,,Regular,0.076944658,Fruits and Vegetables,257.133,7433.657
STR010,1998,Grocery Store,Small,Tier 3,FDG46,8.63,Regular,0.055084019,Snack Foods,114.7518,455.4072
STR018,2009,Convenience,Medium,Tier 3,FDH50,15,Regular,0.162093059,Canned,182.5266,1290.9862
STR019,1985,Grocery Store,Small,Tier 1,FDS40,,Low Fat,0.024546148,Frozen Foods,34.619,36.619
STR027,1985,Cold Storage,Medium,Tier 3,FDZ60,3.2,Low Fat,0.118783796,Baking Goods,108.5596,1725.7536
STR045,2002,Supermarket,Small,Tier 2,FDG38,8.975,Regular,0.052836076,Canned,86.6224,1619.2256
STR035,2004,Supermarket,Small,Tier 2,FDG31,12.15,Low Fat,0.037889224,Meat,64.7826,904.1564
STR017,2007,Supermarket,Small,Tier 2,FDS39,6.895,Low Fat,0.022587621,Meat,143.7812,1994.7368
STR027,1985,Cold Storage,Medium,Tier 3,FDL22,,Low Fat,0.036213953,Snack Foods,92.5488,2625.9152
STR035,2004,Supermarket,Small,Tier 2,FDQ20,8.325,Low Fat,0.029779207,Fruits and Vegetables,39.3138,974.7312
STR017,2007,Supermarket,Small,Tier 2,DRB24,8.785,Low Fat,0.020693619,Soft Drinks,153.1656,1853.5872
STR027,1985,Cold Storage,Medium,Tier 3,DRI51,,Low Fat,0.042037073,Dairy,172.6764,6183.9504
STR035,2004,Supermarket,Small,Tier 2,FDJ60,19.35,Regular,0.062516602,Baking Goods,163.9184,3137.2496
STR010,1998,Grocery Store,Small,Tier 3,FDB40,17.5,Regular,0.012620221,Dairy,144.8102,291.6204
STR017,2007,Supermarket,Small,Tier 2,FDO15,16.75,Regular,0.008615,Meat,72.4038,739.038
STR035,2004,Supermarket,Small,Tier 2,FDI53,8.895,Regular,0.137618927,Frozen Foods,161.5236,1772.3596
STR046,1997,Supermarket,Small,Tier 1,FDZ14,7.71,Regular,0.047588696,Dairy,122.4756,605.878
STR019,1985,Grocery Store,Small,Tier 1,NCD54,,Low Fat,0.050790917,Household,142.7786,144.4786
STR046,1997,Supermarket,Small,Tier 1,FDF28,15.7,Regular,0.037864721,Frozen Foods,124.1046,1120.5414
STR017,2007,Supermarket,Small,Tier 2,FDD39,16.7,Low Fat,0.070551723,Dairy,217.685,2163.85
STR046,1997,Supermarket,Small,Tier 1,NCN54,20.35,Low Fat,0.021326471,Household,76.1328,772.328
STR017,2007,Supermarket,Small,Tier 2,NCO41,12.5,Low Fat,0.018955479,Health and Hygiene,100.1384,2167.8448
STR046,1997,Supermarket,Small,Tier 1,FDH45,15.1,Regular,0.105666833,Fruits and Vegetables,41.6796,495.3552
STR010,1998,Grocery Store,Small,Tier 3,NCD55,14,Low Fat,0.040725405,Household,43.4454,41.9454
STR017,2007,Supermarket,Small,Tier 2,DRK35,8.365,Low Fat,0.072252888,Hard Drinks,39.6506,834.9132
STR017,2007,Supermarket,Small,Tier 2,FDM25,10.695,Regular,0.061008889,Breakfast,177.5712,2636.568
STR035,2004,Supermarket,Small,Tier 2,NCW30,5.21,Low Fat,0.011007815,Household,259.5962,2848.9582
STR045,2002,Supermarket,Small,Tier 2,FDU15,13.65,Regular,0,Meat,37.9532,575.2512
STR046,1997,Supermarket,Small,Tier 1,DRN35,8.01,Low Fat,0.070247589,Hard Drinks,37.5532,1366.2216
STR049,1999,Supermarket,Medium,Tier 1,FDN28,5.88,Regular,0.030294931,Frozen Foods,104.099,412.796
STR010,1998,Grocery Store,Small,Tier 3,NCK29,5.615,Low Fat,0.210511558,Health and Hygiene,121.373,123.173
STR049,1999,Supermarket,Medium,Tier 1,FDA49,19.7,Low Fat,0.0650227,Canned,87.0198,697.7584
STR019,1985,Grocery Store,Small,Tier 1,FDE40,,Regular,0.173587926,Dairy,60.0194,123.8388
STR049,1999,Supermarket,Medium,Tier 1,FDD52,18.25,Regular,0.183579854,Dairy,110.857,1977.426
STR018,2009,Convenience,Medium,Tier 3,FDZ31,15.35,Regular,0.113678422,Fruits and Vegetables,189.7504,2492.7552
STR027,1985,Cold Storage,Medium,Tier 3,FDA13,,Low Fat,0.078174543,Canned,39.9506,721.0614
STR013,1987,Supermarket,High,Tier 3,FDU08,10.3,Low Fat,0.027292686,Fruits and Vegetables,101.2042,396.8168
STR046,1997,Supermarket,Small,Tier 1,FDU15,13.65,Regular,0.026602089,Meat,35.1532,790.9704
STR035,2004,Supermarket,Small,Tier 2,FDD45,8.615,Low Fat,0.116226984,Fruits and Vegetables,95.9436,2741.7644
STR045,2002,Supermarket,Small,Tier 2,FDY50,5.8,Low Fat,0.131221393,Dairy,87.8172,1070.6064
STR049,1999,Supermarket,Medium,Tier 1,FDD08,8.3,Low Fat,0.035409328,Fruits and Vegetables,36.2506,834.9132
STR045,2002,Supermarket,Small,Tier 2,NCE30,16,Low Fat,0,Household,210.4902,3610.6334
STR049,1999,Supermarket,Medium,Tier 1,FDB05,5.155,Low Fat,0.083327693,Frozen Foods,247.2776,5944.2624
STR045,2002,Supermarket,Small,Tier 2,FDS09,8.895,Regular,0.08125293,Snack Foods,49.8008,1062.6168
STR018,2009,Convenience,Medium,Tier 3,FDZ07,15.1,Regular,0,Fruits and Vegetables,63.7194,1362.2268
STR035,2004,Supermarket,Small,Tier 2,FDS57,15.5,Low Fat,0.103422709,Snack Foods,144.847,1717.764
STR018,2009,Convenience,Medium,Tier 3,FDX28,6.325,Low Fat,0.125688044,Frozen Foods,100.9042,2083.2882
STR019,1985,Grocery Store,Small,Tier 1,FDN56,,Regular,0.187443314,Fruits and Vegetables,145.8786,288.9572
STR035,2004,Supermarket,Small,Tier 2,FDX44,9.3,Low Fat,0.04295842,Fruits and Vegetables,89.3172,2051.9956
STR027,1985,Cold Storage,Medium,Tier 3,NCF19,,Low Fat,0.034938717,Household,49.0034,826.2578
STR018,2009,Convenience,Medium,Tier 3,NCA17,20.6,Low Fat,0.045603215,Health and Hygiene,149.2392,4026.7584
STR046,1997,Supermarket,Small,Tier 1,FDY40,15.5,Regular,0.085834992,Frozen Foods,49.6692,788.3072
STR035,2004,Supermarket,Small,Tier 2,NCX54,9.195,Low Fat,0.048050783,Household,105.6622,1693.7952
STR046,1997,Supermarket,Small,Tier 1,FDK28,5.695,Low Fat,0.065589906,Frozen Foods,258.2646,5410.9566
STR027,1985,Cold Storage,Medium,Tier 3,FDI32,,Low Fat,0.173529036,Fruits and Vegetables,113.2834,4376.9692
STR018,2009,Convenience,Medium,Tier 3,FDT11,5.94,Regular,0.029492018,Breads,188.0556,938.778
STR017,2007,Supermarket,Small,Tier 2,FDO32,6.36,Low Fat,0.121225455,Fruits and Vegetables,45.906,1118.544
